instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,casual_cost,registered,registered_cost,cnt,total_rev
15845,2012-10-27,4,1,10,9,0,6,0,1,0.5,0.4848,0.77,0.2537,88,1320,240,2400,328,3720
15846,2012-10-27,4,1,10,10,0,6,0,1,0.54,0.5152,0.73,0.2836,165,2475,314,3140,479,5615
15847,2012-10-27,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,197,2955,388,3880,585,6835
15848,2012-10-27,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,264,3960,404,4040,668,8000
15849,2012-10-27,4,1,10,13,0,6,0,1,0.6,0.6212,0.43,0.2537,310,4650,450,4500,760,9150
15850,2012-10-27,4,1,10,14,0,6,0,1,0.6,0.6212,0.46,0.2537,325,4875,425,4250,750,9125
15851,2012-10-27,4,1,10,15,0,6,0,2,0.56,0.5303,0.6,0.2836,310,4650,401,4010,711,8660
15852,2012-10-27,4,1,10,16,0,6,0,2,0.56,0.5303,0.64,0.2836,257,3855,355,3550,612,7405
15853,2012-10-27,4,1,10,17,0,6,0,2,0.56,0.5303,0.64,0.2836,248,3720,370,3700,618,7420
15854,2012-10-27,4,1,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836,138,2070,318,3180,456,5250
15855,2012-10-27,4,1,10,19,0,6,0,2,0.52,0.5,0.72,0.2239,67,1005,233,2330,300,3335
15856,2012-10-27,4,1,10,20,0,6,0,2,0.52,0.5,0.72,0.2239,58,870,238,2380,296,3250
15857,2012-10-27,4,1,10,21,0,6,0,2,0.52,0.5,0.72,0.2239,49,735,160,1600,209,2335
15858,2012-10-27,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537,41,615,116,1160,157,1775
15859,2012-10-27,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881,31,465,136,1360,167,1825
15860,2012-10-28,4,1,10,0,0,0,0,3,0.52,0.5,0.68,0.2985,20,300,97,970,117,1270
15861,2012-10-28,4,1,10,1,0,0,0,2,0.5,0.4848,0.72,0.2836,22,330,111,1110,133,1440
15862,2012-10-28,4,1,10,2,0,0,0,2,0.5,0.4848,0.68,0.2985,17,255,99,990,116,1245
15863,2012-10-28,4,1,10,3,0,0,0,2,0.5,0.4848,0.63,0.3284,18,270,61,610,79,880
15864,2012-10-28,4,1,10,4,0,0,0,2,0.5,0.4848,0.63,0.3582,1,15,19,190,20,205
15865,2012-10-28,4,1,10,5,0,0,0,2,0.5,0.4848,0.63,0.2985,6,90,22,220,28,310
15866,2012-10-28,4,1,10,6,0,0,0,2,0.5,0.4848,0.59,0.3284,7,105,32,320,39,425
15867,2012-10-28,4,1,10,7,0,0,0,2,0.5,0.4848,0.59,0.2985,17,255,48,480,65,735
15868,2012-10-28,4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,55,825,118,1180,173,2005
15869,2012-10-28,4,1,10,9,0,0,0,2,0.5,0.4848,0.55,0.4179,124,1860,206,2060,330,3920
15870,2012-10-28,4,1,10,10,0,0,0,2,0.48,0.4697,0.51,0.4179,120,1800,314,3140,434,4940
15871,2012-10-28,4,1,10,11,0,0,0,2,0.5,0.4848,0.51,0.3881,110,1650,352,3520,462,5170
15872,2012-10-28,4,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,118,1770,373,3730,491,5500
15873,2012-10-28,4,1,10,13,0,0,0,2,0.48,0.4697,0.59,0.4179,75,1125,316,3160,391,4285
15874,2012-10-28,4,1,10,14,0,0,0,2,0.5,0.4848,0.59,0.4478,98,1470,304,3040,402,4510
15875,2012-10-28,4,1,10,15,0,0,0,2,0.5,0.4848,0.63,0.4925,76,1140,225,2250,301,3390
15876,2012-10-28,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,630,251,2510,293,3140
15877,2012-10-28,4,1,10,17,0,0,0,3,0.46,0.4545,0.77,0.5224,37,555,188,1880,225,2435
15878,2012-10-28,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,270,136,1360,154,1630
15879,2012-10-28,4,1,10,19,0,0,0,3,0.42,0.4242,0.94,0.3582,7,105,47,470,54,575
15880,2012-10-28,4,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,4,60,51,510,55,570
15881,2012-10-28,4,1,10,21,0,0,0,3,0.44,0.4394,0.88,0.4179,2,30,44,440,46,470
15882,2012-10-28,4,1,10,22,0,0,0,3,0.44,0.4394,0.88,0.3582,2,30,35,350,37,380
15883,2012-10-28,4,1,10,23,0,0,0,3,0.42,0.4242,0.94,0.3582,2,30,12,120,14,150
15884,2012-10-29,4,1,10,0,0,1,1,3,0.44,0.4394,0.88,0.3582,2,30,20,200,22,230
15885,2012-10-30,4,1,10,13,0,2,1,3,0.3,0.2727,0.81,0.3582,11,165,105,1050,116,1215
15886,2012-10-30,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,120,118,1180,126,1300
15887,2012-10-30,4,1,10,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,150,114,1140,124,1290
15888,2012-10-30,4,1,10,16,0,2,1,3,0.3,0.2879,0.87,0.2537,15,225,83,830,98,1055
15889,2012-10-30,4,1,10,17,0,2,1,3,0.3,0.2879,0.87,0.2239,19,285,105,1050,124,1335
15890,2012-10-30,4,1,10,18,0,2,1,3,0.3,0.303,0.87,0.1343,4,60,139,1390,143,1450
15891,2012-10-30,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,90,109,1090,115,1180
15892,2012-10-30,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,75,76,760,81,835
15893,2012-10-30,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,60,600,64,660
15894,2012-10-30,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,30,64,640,66,670
15895,2012-10-30,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,45,36,360,39,405
15896,2012-10-31,4,1,10,0,0,3,1,2,0.3,0.3182,0.81,0.1045,0,0,16,160,16,160
15897,2012-10-31,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,0,8,80,8,80
15898,2012-10-31,4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,0,0,7,70,7,70
15899,2012-10-31,4,1,10,3,0,3,1,2,0.3,0.3182,0.81,0.1045,0,0,3,30,3,30
15900,2012-10-31,4,1,10,4,0,3,1,2,0.3,0.2879,0.87,0.194,0,0,5,50,5,50
15901,2012-10-31,4,1,10,5,0,3,1,2,0.3,0.303,0.81,0.1343,0,0,24,240,24,240
15902,2012-10-31,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,0,116,1160,116,1160
15903,2012-10-31,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,45,334,3340,337,3385
15904,2012-10-31,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,6,90,615,6150,621,6240
15905,2012-10-31,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,255,280,2800,297,3055
15906,2012-10-31,4,1,10,10,0,3,1,1,0.36,0.3333,0.71,0.2836,21,315,147,1470,168,1785
15907,2012-10-31,4,1,10,11,0,3,1,2,0.36,0.3485,0.66,0.2239,37,555,152,1520,189,2075
15908,2012-10-31,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,660,197,1970,241,2630
15909,2012-10-31,4,1,10,13,0,3,1,1,0.42,0.4242,0.5,0.2239,22,330,191,1910,213,2240
15910,2012-10-31,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,45,675,179,1790,224,2465
15911,2012-10-31,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,495,197,1970,230,2465
15912,2012-10-31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,765,373,3730,424,4495
15913,2012-10-31,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,585,684,6840,723,7425
15914,2012-10-31,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,420,556,5560,584,5980
15915,2012-10-31,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,27,405,383,3830,410,4235
15916,2012-10-31,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,9,135,259,2590,268,2725
15917,2012-10-31,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,180,1800,192,1980
15918,2012-10-31,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,18,270,147,1470,165,1740
15919,2012-10-31,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,105,94,940,101,1045
15920,2012-11-01,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,120,52,520,60,640
15921,2012-11-01,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,120,22,220,30,340
15922,2012-11-01,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,150,10,100,20,250
15923,2012-11-01,4,1,11,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,75,10,100,15,175
15924,2012-11-01,4,1,11,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,30,8,80,10,110
15925,2012-11-01,4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,15,39,390,40,405
15926,2012-11-01,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,2,30,146,1460,148,1490
15927,2012-11-01,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,6,90,414,4140,420,4230
15928,2012-11-01,4,1,11,8,0,4,1,2,0.36,0.3788,0.56,0.1045,12,180,668,6680,680,6860
15929,2012-11-01,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,315,310,3100,331,3415
15930,2012-11-01,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,195,133,1330,146,1525
15931,2012-11-01,4,1,11,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,210,156,1560,170,1770
15932,2012-11-01,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,345,198,1980,221,2325
15933,2012-11-01,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,49,735,199,1990,248,2725
15934,2012-11-01,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,31,465,154,1540,185,2005
15935,2012-11-01,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,35,525,179,1790,214,2315
15936,2012-11-01,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,465,313,3130,344,3595
15937,2012-11-01,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,555,652,6520,689,7075
15938,2012-11-01,4,1,11,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,750,628,6280,678,7030
15939,2012-11-01,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,420,424,4240,452,4660
15940,2012-11-01,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,240,280,2800,296,3040
15941,2012-11-01,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,435,238,2380,267,2815
15942,2012-11-01,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,405,175,1750,202,2155
15943,2012-11-01,4,1,11,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,120,112,1120,120,1240
15944,2012-11-02,4,1,11,0,0,5,1,1,0.34,0.3333,0.57,0.1642,10,150,40,400,50,550
15945,2012-11-02,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,75,19,190,24,265
15946,2012-11-02,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,45,7,70,10,115
15947,2012-11-02,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,0,3,30,3,30
15948,2012-11-02,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,15,6,60,7,75
15949,2012-11-02,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,15,25,250,26,265
15950,2012-11-02,4,1,11,6,0,5,1,1,0.3,0.303,0.7,0.1642,2,30,120,1200,122,1230
15951,2012-11-02,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,120,349,3490,357,3610
15952,2012-11-02,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,465,656,6560,687,7025
15953,2012-11-02,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,405,355,3550,382,3955
15954,2012-11-02,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,315,183,1830,204,2145
15955,2012-11-02,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,630,179,1790,221,2420
15956,2012-11-02,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,780,240,2400,292,3180
15957,2012-11-02,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582,64,960,230,2300,294,3260
15958,2012-11-02,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,945,199,1990,262,2935
15959,2012-11-02,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,765,255,2550,306,3315
15960,2012-11-02,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,720,373,3730,421,4450
15961,2012-11-02,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,855,581,5810,638,6665
15962,2012-11-02,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,480,490,4900,522,5380
15963,2012-11-02,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,570,336,3360,374,3930
15964,2012-11-02,4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,14,210,207,2070,221,2280
15965,2012-11-02,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,23,345,133,1330,156,1675
15966,2012-11-02,4,1,11,22,0,5,1,1,0.36,0.3333,0.46,0.2537,14,210,135,1350,149,1560
15967,2012-11-02,4,1,11,23,0,5,1,1,0.34,0.303,0.53,0.2985,11,165,108,1080,119,1245
15968,2012-11-03,4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,9,135,99,990,108,1125
15969,2012-11-03,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284,6,90,83,830,89,920
15970,2012-11-03,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537,10,150,36,360,46,510
15971,2012-11-03,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,90,22,220,28,310
15972,2012-11-03,4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,120,8,80,16,200
15973,2012-11-03,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,15,8,80,9,95
15974,2012-11-03,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.194,4,60,17,170,21,230
15975,2012-11-03,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,15,58,580,59,595
15976,2012-11-03,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,150,132,1320,142,1470
15977,2012-11-03,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,465,188,1880,219,2345
15978,2012-11-03,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,1020,260,2600,328,3620
15979,2012-11-03,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,840,284,2840,340,3680
15980,2012-11-03,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,1110,320,3200,394,4310
15981,2012-11-03,4,1,11,13,0,6,0,2,0.36,0.3333,0.46,0.3582,110,1650,339,3390,449,5040
15982,2012-11-03,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,2040,319,3190,455,5230
15983,2012-11-03,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,1755,331,3310,448,5065
15984,2012-11-03,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,1620,292,2920,400,4540
15985,2012-11-03,4,1,11,17,0,6,0,2,0.36,0.3333,0.46,0.2985,112,1680,298,2980,410,4660
15986,2012-11-03,4,1,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,58,870,239,2390,297,3260
15987,2012-11-03,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,330,217,2170,239,2500
15988,2012-11-03,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,23,345,158,1580,181,1925
15989,2012-11-03,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,31,465,135,1350,166,1815
15990,2012-11-03,4,1,11,22,0,6,0,1,0.32,0.3333,0.57,0.1045,13,195,133,1330,146,1525
15991,2012-11-03,4,1,11,23,0,6,0,1,0.32,0.3333,0.57,0.1045,15,225,133,1330,148,1555
15992,2012-11-04,4,1,11,0,0,0,0,1,0.3,0.3182,0.61,0.1045,5,75,97,970,102,1045
15993,2012-11-04,4,1,11,1,0,0,0,1,0.26,0.2879,0.81,0.0896,26,390,139,1390,165,1780
15994,2012-11-04,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0.0,6,90,31,310,37,400
15995,2012-11-04,4,1,11,3,0,0,0,1,0.28,0.2879,0.61,0.1045,1,15,10,100,11,115
15996,2012-11-04,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343,2,30,7,70,9,100
15997,2012-11-04,4,1,11,5,0,0,0,1,0.26,0.2727,0.65,0.1045,0,0,5,50,5,50
15998,2012-11-04,4,1,11,6,0,0,0,1,0.28,0.2879,0.61,0.1343,2,30,14,140,16,170
15999,2012-11-04,4,1,11,7,0,0,0,1,0.26,0.2727,0.65,0.1045,11,165,39,390,50,555
16000,2012-11-04,4,1,11,8,0,0,0,1,0.3,0.303,0.56,0.1343,34,510,115,1150,149,1660
16001,2012-11-04,4,1,11,9,0,0,0,1,0.32,0.3333,0.53,0.0,56,840,161,1610,217,2450
16002,2012-11-04,4,1,11,10,0,0,0,1,0.34,0.3333,0.49,0.194,73,1095,287,2870,360,3965
16003,2012-11-04,4,1,11,11,0,0,0,1,0.38,0.3939,0.46,0.2239,134,2010,311,3110,445,5120
16004,2012-11-04,4,1,11,12,0,0,0,1,0.38,0.3939,0.46,0.2239,150,2250,354,3540,504,5790
16005,2012-11-04,4,1,11,13,0,0,0,1,0.4,0.4091,0.43,0.2239,122,1830,371,3710,493,5540
16006,2012-11-04,4,1,11,14,0,0,0,1,0.4,0.4091,0.4,0.194,149,2235,360,3600,509,5835
16007,2012-11-04,4,1,11,15,0,0,0,1,0.4,0.4091,0.4,0.2239,149,2235,300,3000,449,5235
16008,2012-11-04,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,119,1785,316,3160,435,4945
16009,2012-11-04,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.194,57,855,270,2700,327,3555
16010,2012-11-04,4,1,11,18,0,0,0,1,0.36,0.3485,0.43,0.2239,31,465,206,2060,237,2525
16011,2012-11-04,4,1,11,19,0,0,0,1,0.36,0.3333,0.43,0.2537,24,360,203,2030,227,2390
16012,2012-11-04,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,105,134,1340,141,1445
16013,2012-11-04,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,16,240,71,710,87,950
16014,2012-11-04,4,1,11,22,0,0,0,1,0.3,0.2879,0.52,0.2836,15,225,64,640,79,865
16015,2012-11-04,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642,12,180,41,410,53,590
16016,2012-11-05,4,1,11,0,0,1,1,2,0.3,0.2879,0.56,0.194,3,45,20,200,23,245
16017,2012-11-05,4,1,11,1,0,1,1,2,0.3,0.303,0.56,0.1642,0,0,8,80,8,80
16018,2012-11-05,4,1,11,2,0,1,1,2,0.3,0.303,0.56,0.1642,2,30,4,40,6,70
16019,2012-11-05,4,1,11,3,0,1,1,2,0.3,0.2879,0.56,0.2239,1,15,3,30,4,45
16020,2012-11-05,4,1,11,4,0,1,1,2,0.3,0.2879,0.52,0.2537,5,75,11,110,16,185
16021,2012-11-05,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,15,38,380,39,395
16022,2012-11-05,4,1,11,6,0,1,1,2,0.3,0.2879,0.49,0.2836,4,60,135,1350,139,1410
16023,2012-11-05,4,1,11,7,0,1,1,2,0.3,0.2879,0.49,0.2537,8,120,453,4530,461,4650
16024,2012-11-05,4,1,11,8,0,1,1,2,0.3,0.2879,0.49,0.2239,19,285,629,6290,648,6575
16025,2012-11-05,4,1,11,9,0,1,1,2,0.3,0.2879,0.52,0.2836,18,270,239,2390,257,2660
16026,2012-11-05,4,1,11,10,0,1,1,1,0.32,0.303,0.49,0.2836,30,450,112,1120,142,1570
16027,2012-11-05,4,1,11,11,0,1,1,1,0.34,0.3182,0.46,0.2239,31,465,119,1190,150,1655
16028,2012-11-05,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,570,206,2060,244,2630
16029,2012-11-05,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,39,585,183,1830,222,2415
16030,2012-11-05,4,1,11,14,0,1,1,1,0.38,0.3939,0.4,0.1642,31,465,165,1650,196,2115
16031,2012-11-05,4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,24,360,207,2070,231,2430
16032,2012-11-05,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,525,325,3250,360,3775
16033,2012-11-05,4,1,11,17,0,1,1,1,0.34,0.3182,0.46,0.2239,34,510,604,6040,638,6550
16034,2012-11-05,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,285,523,5230,542,5515
16035,2012-11-05,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,11,165,361,3610,372,3775
16036,2012-11-05,4,1,11,20,0,1,1,1,0.32,0.303,0.49,0.2537,13,195,228,2280,241,2475
16037,2012-11-05,4,1,11,21,0,1,1,1,0.3,0.2879,0.52,0.2836,8,120,144,1440,152,1560
16038,2012-11-05,4,1,11,22,0,1,1,1,0.28,0.2727,0.56,0.194,4,60,111,1110,115,1170
16039,2012-11-05,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,0,53,530,53,530
16040,2012-11-06,4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,1,15,18,180,19,195
16041,2012-11-06,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,0,8,80,8,80
16042,2012-11-06,4,1,11,2,0,2,1,1,0.24,0.2576,0.65,0.0896,0,0,2,20,2,20
16043,2012-11-06,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,0,0,4,40,4,40
16044,2012-11-06,4,1,11,4,0,2,1,1,0.22,0.2576,0.69,0.0896,0,0,7,70,7,70
16045,2012-11-06,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,1,15,40,400,41,415
16046,2012-11-06,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,90,143,1430,149,1520
16047,2012-11-06,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,135,378,3780,387,3915
16048,2012-11-06,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,300,568,5680,588,5980
16049,2012-11-06,4,1,11,9,0,2,1,1,0.26,0.2576,0.6,0.1642,25,375,338,3380,363,3755
16050,2012-11-06,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,615,189,1890,230,2505
16051,2012-11-06,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,585,177,1770,216,2355
16052,2012-11-06,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,465,217,2170,248,2635
16053,2012-11-06,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,690,232,2320,278,3010
16054,2012-11-06,4,1,11,14,0,2,1,1,0.36,0.3636,0.4,0.1045,44,660,196,1960,240,2620
16055,2012-11-06,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,675,227,2270,272,2945
16056,2012-11-06,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,33,495,369,3690,402,4185
16057,2012-11-06,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,450,597,5970,627,6420
16058,2012-11-06,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,20,300,477,4770,497,5070
16059,2012-11-06,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,225,356,3560,371,3785
16060,2012-11-06,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,150,218,2180,228,2330
16061,2012-11-06,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,210,137,1370,151,1580
16062,2012-11-06,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,255,136,1360,153,1615
16063,2012-11-06,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,285,186,1860,205,2145
16064,2012-11-07,4,1,11,0,0,3,1,2,0.3,0.2879,0.56,0.2836,49,735,234,2340,283,3075
16065,2012-11-07,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,90,86,860,92,950
16066,2012-11-07,4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,90,68,680,74,770
16067,2012-11-07,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,30,9,90,11,120
16068,2012-11-07,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,0,0,9,90,9,90
16069,2012-11-07,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,0,27,270,27,270
16070,2012-11-07,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,3,45,115,1150,118,1195
16071,2012-11-07,4,1,11,7,0,3,1,2,0.26,0.2273,0.56,0.2985,5,75,314,3140,319,3215
16072,2012-11-07,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,270,583,5830,601,6100
16073,2012-11-07,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,255,351,3510,368,3765
16074,2012-11-07,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,27,405,151,1510,178,1915
16075,2012-11-07,4,1,11,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,225,132,1320,147,1545
16076,2012-11-07,4,1,11,12,0,3,1,2,0.32,0.303,0.53,0.2836,24,360,188,1880,212,2240
16077,2012-11-07,4,1,11,13,0,3,1,2,0.32,0.303,0.53,0.2537,23,345,158,1580,181,1925
16078,2012-11-07,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,19,285,142,1420,161,1705
16079,2012-11-07,4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,300,178,1780,198,2080
16080,2012-11-07,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,23,345,250,2500,273,2845
16081,2012-11-07,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,16,240,501,5010,517,5250
16082,2012-11-07,4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,17,255,448,4480,465,4735
16083,2012-11-07,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,17,255,302,3020,319,3275
16084,2012-11-07,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,105,249,2490,256,2595
16085,2012-11-07,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,5,75,121,1210,126,1285
16086,2012-11-07,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,4,60,56,560,60,620
